NAME,CITY,STATE,ZIP,ZIP_PLUS4,COUNTY_CODE,COUNTY_NAME,MSA,market_segment2,units,EMPLOYEES,years_in_business,annual_sales
THREE D FOODS,FULTON,KY,42041,1602,21075,FULTON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
WINE CELLAR,FULTON,KY,42041,1128,21075,FULTON,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
CEDAR HILL GROCERY,GILBERTSVILLE,KY,42044,8728,21157,MARSHALL,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
LIQUID SOLUTIONS LLC,SOUTH WINDSOR,CT,06074,1266,09003,HARTFORD,3280,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
B C ONE STOP,GRAND RIVERS,KY,42045,9114,21139,LIVINGSTON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
CANDY LAND,GRAND RIVERS,KY,42045,9199,21139,LIVINGSTON,,CONFECTIONERS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
CHEERS,GRAND RIVERS,KY,42045,9106,21139,LIVINGSTON,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
GRAND RIVERS FUDGE FACTORY,GRAND RIVERS,KY,42045,9311,21139,LIVINGSTON,,CONFECTIONERS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
IGA,GRAND RIVERS,KY,42045,9998,21139,LIVINGSTON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),101-250 UNITS,10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
KENS MARKET,GRAND RIVERS,KY,42045,9272,21139,LIVINGSTON,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000"
M & R LIQUORS,SOUTH WINDSOR,CT,06074,3704,09003,HARTFORD,3280,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
LINEFORK GROCERY,LINEFORK,KY,41833,8826,21133,LETCHER,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
BIG Y MARKET,LITTCARR,KY,41834,9069,21119,KNOTT,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
BARKER'S GROCERY,MC ROBERTS,KY,41835,9036,21133,LETCHER,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,">$5,000,000"
SAVE-A-LOT,MALLIE,KY,41836,,,,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,">$5,000,000"
AURORA GENERAL STORE,HARDIN,KY,42048,9333,21157,MARSHALL,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
HONKERVILLE BALLARD WATER FOWL,LA CENTER,KY,42056,,21007,BALLARD,,OTHER FOOD SPECIALIST RETAILERS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
CHEIRS FISH MARKET,HICKMAN,KY,42050,1448,21075,FULTON,,FISH & SEAFOOD MARKET,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
COY'S PLACE,HICKMAN,KY,42050,1436,21075,FULTON,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
E W JAMES & SONS SUPERMARKETS,HICKMAN,KY,42050,1442,21075,FULTON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
HUB'S RESTAURANT,HICKMAN,KY,42050,1910,21075,FULTON,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000"
PARKERS,HICKMAN,KY,42050,1111,21075,FULTON,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
STATE LINE WINE & SPIRITS,HICKMAN,KY,42050,7046,21075,FULTON,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
MOUSIE MARKET,MOUSIE,KY,41839,8804,21119,KNOTT,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
CONSOLIDATED FOOD MANAGEMENT CO,HICKORY,KY,42051,9502,21083,GRAVES,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,2 TO 5 YEARS,"$1,000,001 - $2,500,000"
DOUBLE KWIK MARKETS,NEON,KY,41840,9081,21133,LETCHER,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$2,500,001 - $5,000,000"
FLEMING'S SUPERETTE,NEON,KY,41840,9006,21133,LETCHER,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
FOOD WORLD,NEON,KY,41840,9048,21133,LETCHER,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
IGA,KEVIL,KY,42053,9678,21145,MCCRACKEN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),101-250 UNITS,20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000"
ELDRED VANCE'S GROCERY,PINE TOP,KY,41843,8968,21119,KNOTT,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
SHOT'S MARKET,PINE TOP,KY,41843,9056,21119,KNOTT,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
COUNTRY STORE,KIRKSEY,KY,42054,,,,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
BENNY'S GROCERY,PIPPA PASSES,KY,41844,9031,21119,KNOTT,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
5 STAR FOOD MART,KUTTAWA,KY,42055,5954,21143,LYON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
DAMRON LA OASIS,LA CENTER,KY,42056,9510,21007,BALLARD,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),10 TO 19,2 TO 5 YEARS,"$500,001 - $1,000,000"
MUNSON'S CHOCOLATES,SOUTH WINDSOR,CT,06074,6976,09003,HARTFORD,3280,CONFECTIONERS,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
WHIPPLE'S FOOD MARKET INC,LA CENTER,KY,42056,,21007,BALLARD,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
HANCOCK'S MEAT MARKET,LEDBETTER,KY,42058,9525,21139,LIVINGSTON,,MEAT MARKET,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
HANNAFORD SUPERMARKET & PHARMACY,NORTH BROOKFIELD,MA,01535,1409,25027,WORCESTER,1122,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),101-250 UNITS,10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
DAVID'S MARKET,BEE SPRING,KY,42207,9372,21061,EDMONSON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
MEREDITH GROCERY,BEE SPRING,KY,42207,,21061,EDMONSON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
CONRAD'S FOOD STORE,MARION,KY,42064,1803,21055,CRITTENDEN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),OVER 50,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
TOP NOTCH,BROWNSVILLE,KY,42210,9297,21061,EDMONSON,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
CHEERS FOOD & FUEL,MAYFIELD,KY,42066,4989,21083,GRAVES,,GAS STATIONS,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
FOOD GIANT,MARION,KY,42064,1240,21055,CRITTENDEN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),OVER 50,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
ORCHARD HILL FARM,SOUTH WINDSOR,CT,06074,3004,09003,HARTFORD,3280,FRUIT AND VEGETABLE MARKETS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
MATTOON GENERAL STORE,MARION,KY,42064,5301,21055,CRITTENDEN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
CEE BEE FOOD STORE,BROWNSVILLE,KY,42210,9038,21061,EDMONSON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
MINIT MART FOODS INC,BROWNSVILLE,KY,42210,,21061,EDMONSON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
SAVE-A-LOT,BROWNSVILLE,KY,42210,9280,21061,EDMONSON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
FOOD GIANT,MAYFIELD,KY,42066,3227,21083,GRAVES,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),OVER 50,5 YEARS PLUS,"$2,500,001 - $5,000,000"
GROCERIES AZTECA,MAYFIELD,KY,42066,2208,21083,GRAVES,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
GROCERIES TOTOMEX,MAYFIELD,KY,42066,2130,21083,GRAVES,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
DAILY EXPRESS,CADIZ,KY,42211,6612,21221,TRIGG,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
HETAL INC,MAYFIELD,KY,42066,6731,21083,GRAVES,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,2 TO 5 YEARS,"$2,500,001 - $5,000,000"
FOOD GIANT,CADIZ,KY,42211,6611,21221,TRIGG,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
RASHAM GROCERY,SOUTH WINDSOR,CT,06074,4012,09003,HARTFORD,3280,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
FUNKY MONKEY,CADIZ,KY,42211,9143,21221,TRIGG,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
HANCOCK MOR FOR LESS,CADIZ,KY,42211,9796,21221,TRIGG,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
HILLTOP KASH MARKET,CANTON,KY,42211,8445,21221,TRIGG,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
LAKEVIEW ONE STOP,CADIZ,KY,42211,7830,21221,TRIGG,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
MATHIS ORCHARD,MAYFIELD,KY,42066,4214,21083,GRAVES,,FRUIT AND VEGETABLE MARKETS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
MAX FUEL,CADIZ,KY,42211,6734,21221,TRIGG,,GAS STATIONS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
SUMNER'S SOUTHROAD MARKET,CADIZ,KY,42211,7672,21221,TRIGG,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
PRYORSBURG MARKET,MAYFIELD,KY,42066,8282,21083,GRAVES,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
SAVE-A-LOT,MAYFIELD,KY,42066,1110,21083,GRAVES,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
SMITH'S NO FRILLS GROCERY,MAYFIELD,KY,42066,3227,21083,GRAVES,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
CERULEAN MARKET,CERULEAN,KY,42215,,,,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
CROFTON BESTWAY,CROFTON,KY,42217,8288,21047,CHRISTIAN,1660,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,">$5,000,000"
BUCHANAN DISTRIBUTING,MURRAY,KY,42071,8443,21035,CALLOWAY,,OTHER FOOD SPECIALIST RETAILERS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
BUTCHER BLOCK,MURRAY,KY,42071,1619,21035,CALLOWAY,,MEAT MARKET,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
HELEN'S PLACES,ELKTON,KY,42220,9643,21219,TODD,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
MAX FUEL,MURRAY,KY,42071,1823,21035,CALLOWAY,,GAS STATIONS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
SOUTH WINDSOR LIQUORS,SOUTH WINDSOR,CT,06074,3307,09003,HARTFORD,3280,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
BOB & ANN'S MARKET LLC,SEDALIA,KY,42079,,21083,GRAVES,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
DUNCAN MARKET,MURRAY,KY,42071,5141,21035,CALLOWAY,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
ELLIS POPCORN CO,MURRAY,KY,42071,2533,21035,CALLOWAY,,CONFECTIONERS,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
FIVE STAR FOOD MART,MURRAY,KY,42071,8889,21035,CALLOWAY,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
FOOD GIANT SUPERMARKET,MURRAY,KY,42071,2949,21035,CALLOWAY,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
FRAP HOUSE,MURRAY,KY,42071,1844,21035,CALLOWAY,,OTHER FOOD SPECIALIST RETAILERS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
GARY'S MARKETS,MURRAY,KY,42071,2680,21035,CALLOWAY,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
GENERAL STORE,ELKTON,KY,42220,9248,21219,TODD,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
LA POBLANITA TIENDA MEXICANA,ELKTON,KY,42220,9220,21219,TODD,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
PATTY'S PLACE,ELKTON,KY,42220,,21219,TODD,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
PIGGLY WIGGLY,ELKTON,KY,42220,,21219,TODD,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
KROGER,MURRAY,KY,42071,1666,21035,CALLOWAY,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,OVER 50,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
SAVE-A-LOT,ELKTON,KY,42220,9248,21219,TODD,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
LA PASADITA,MURRAY,KY,42071,8853,21035,CALLOWAY,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
CITGO,MURRAY,KY,42071,1824,21035,CALLOWAY,,GAS STATIONS,251-500 UNITS,1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$2,500,001 - $5,000,000"
STONEWALL KITCHEN,SOUTH WINDSOR,CT,06074,6967,09003,HARTFORD,3280,OTHER FOOD SPECIALIST RETAILERS,INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
STOP & SHOP SUPERMARKET,SOUTH WINDSOR,CT,06074,2707,09003,HARTFORD,3280,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
SAVE-A-LOT,MURRAY,KY,42071,2915,21035,CALLOWAY,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
SHAKTI,MURRAY,KY,42071,9835,21035,CALLOWAY,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
EAGLE MART RLCB,FORT CAMPBELL,KY,42223,,,,1660,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
VESUVIO INC,MURRAY,KY,42071,2278,21035,CALLOWAY,,OTHER FOOD SPECIALIST RETAILERS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
YHWH ENTERPRISES,MURRAY,KY,42071,2972,21035,CALLOWAY,,OTHER FOOD SPECIALIST RETAILERS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
HAMLIN ONE STOP,NEW CONCORD,KY,42076,9571,21035,CALLOWAY,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
GRAIN BIN,GRACEY,KY,42232,,21047,CHRISTIAN,1660,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
TOP SHELF,SOUTH WINDSOR,CT,06074,3824,09003,HARTFORD,3280,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
SALEM FOOD MARKET,SALEM,KY,42078,8032,21139,LIVINGSTON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
SALEM HERB SHOP,SALEM,KY,42078,8071,21139,LIVINGSTON,,OTHER FOOD SPECIALIST RETAILERS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
COUNTRY PANTRY,GUTHRIE,KY,42234,8641,21219,TODD,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
FROGUE BROTHERS DAIRY,GUTHRIE,KY,42234,,21219,TODD,,OTHER FOOD SPECIALIST RETAILERS,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
L & W MARKET,GUTHRIE,KY,42234,9115,21219,TODD,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
LONGHURST GENERAL STORE,GUTHRIE,KY,42234,,21219,TODD,,OTHER FOOD SPECIALIST RETAILERS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
PIGGLY WIGGLY,GUTHRIE,KY,42234,9305,21219,TODD,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
DICK'S DRIVE-IN LIQUOR STORE,HOPKINSVILLE,KY,42240,4427,21047,CHRISTIAN,1660,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
DISCOUNT LIQUORS,HOPKINSVILLE,KY,42240,3143,21047,CHRISTIAN,1660,LIQUOR STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
TOWN CENTER WINES & SPIRITS,SOUTH WINDSOR,CT,06074,2719,09003,HARTFORD,3280,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"$1,000,001 - $2,500,000"
L & K FOODS,SMITHLAND,KY,42081,8914,21139,LIVINGSTON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
THOMPSON'S GROCERY,SMITHLAND,KY,42081,,21139,LIVINGSTON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
FARMERS SUPPLY CO,SYMSONIA,KY,42082,,21083,GRAVES,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
HENSON BROOM SHOP,SYMSONIA,KY,42082,9055,21083,GRAVES,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
